gene,selection_intensity,ci_low_95,ci_high_95
OR52B2,343.016904564805,57.0366719986424,1059.18023533975
CCKBR,72.9745232973547,12.1341605286533,225.333649111247
PRKCDBP,118.404043763859,19.6881611002908,365.612434880522
OR10A5,413.148300403881,68.698092230548,1275.73471976158
OR10A2,61.9015065766913,10.2929479985825,191.141837337794
ZNF215,126.922078746701,21.1045378395428,391.914684560504
ZNF214,665.771358702643,110.70418835181,2055.79431003295
NLRP14,122.595746164646,20.3851549147238,378.55608874437
SYT9,215.865035936348,35.8939287904631,666.555858876023
OR5P3,226.577853951479,37.675216256795,699.635381615739
NLRP10,60.9407840343336,10.1331989531499,188.175309477075
RRAS2,3004.1060718775,499.521062022292,9276.19265185429
INSC,72.8837851178458,12.1190767891327,225.053269677719
ABCC8,210.919425254673,35.0715686641697,651.284905737111
USH1C,601.716343508218,100.053083160905,1858.00187061281
MRGPRX1,137.495742753376,22.8627253216852,424.564190296851
E2F8,890.519729280265,148.075141297658,2749.78043754849
SLC6A5,119.402629776645,19.8542149711314,368.696062553725
ANO5,350.461496741161,58.274564000339,1082.16752714292
SLC17A6,265.13052909591,44.0857586085426,818.680108388897
LUZP2,176.175718979007,29.2943944650923,544.002443154246
ANO3,650.213670375121,108.117161759377,2007.7551691379
BDNF,298.741932970136,49.6746471320193,922.466622800237
KCNA4,136.784955436301,22.744506737669,422.370732528612
FSHB,146.093714253805,24.2923837388026,451.113677021568
MPPED2,76.2837858032415,12.6844305775296,235.551758448458
DCDC1,201.885706648754,33.5694525771317,623.389966397182
KIAA1549L,273.103733721979,45.4115428770668,843.299847488155
LRRC4C,572.252019492766,98.474295642406,1747.08664650938
TTC17,2569.80698919393,427.306112292449,7935.15313855555
CHST1,56.1741287044196,9.34060314986551,173.456591777945
OR4X1,44.3231746317781,7.37003283839753,136.862764918109
OR4C3,68.5590910322113,11.3999682795046,211.699225794062
FOLH1,1144.58889767387,190.321546150592,3534.30477487604
OR4C12,178.721049038038,29.7176402283658,551.861537424394
TRIM48,445.803546507774,74.1279715686083,1376.56902270755
OR4A16,71.2570228437472,11.8485802719927,220.0300606168
OR4A15,213.947541426518,35.5750726394353,660.635538539021
OR4C16,47.1764829853794,7.84447626967408,145.673266702426
OR4P4,24.4224105855379,4.06094394758872,75.4124214206886
OR4C6,71.7296643016952,11.9271694814108,221.489562748972
OR5D13,277.115729510523,46.0786569382715,855.688299577093
OR5L1,194.762933830994,32.3850693685848,601.396495164931
OR5D18,88.9584310323799,14.7919589563155,274.689154855932
OR5L2,124.128678200395,20.6400453589996,383.289264023246
OR5D16,61.6080490820641,10.2441487571796,190.235634071866
TRIM51,147.978418794145,24.6057661197454,456.933532476245
OR5W2,51.0167267788387,8.48303280511989,157.531396720889
OR5F1,43.3821315265335,7.21355666588059,133.956990977288
OR5AS1,37.0416071493498,6.15925821803869,114.37845938558
OR8H2,165.626553584197,27.5402986315081,511.42774364645
OR8J3,47.2953191555838,7.86423978137733,146.040263919849
OR5J2,267.630882941608,44.5015217621931,826.400520720317
OR5T2,23.3524270899642,3.88302884920798,72.1084753302536
OR5T1,109.179500364967,18.1542605443792,337.130580229278
OR8K3,40.7727031270817,6.77966096248494,125.899506206112
OR8J1,113.78950357699,23.7805447386656,322.188407653071
OR5R1,51.7171367339452,8.59949787633044,159.694089625788
OR5M9,21.3427595808259,3.54886207633854,65.902981108062
OR5M11,144.234279360092,23.983199522805,445.371975181295
OR5M10,28.6492283871824,4.76377767259082,88.4641727353399
OR5M1,194.067669855281,48.2623545152379,503.236754534911
OR9G1,198.680604053359,33.0364896849728,613.493286909696
OR9G4,55.8823974935231,9.292095116242,172.555732178581
OR10Q1,208.167126610001,34.6139156754086,642.786298240575
OR10W1,51.6817976943774,8.5936216017238,159.584973703865
OR5B17,46.0621985662497,7.65919567627336,142.232558073104
OR5B12,622.432252589339,103.497709113911,1921.96937024759
GLYAT,57.2464364149463,9.51890451177241,176.767770039704
MPEG1,245.366943232612,40.7994789919081,757.653493202174
OR5A1,36.1050628612299,6.00353092968237,111.486525319716
TCN1,140.063702373785,23.2897103526891,432.494626513433
OOSP2,117.1438020546,19.4786075503168,361.721070274324
MS4A14,219.96456889869,36.5755951501021,679.214630974501
MS4A10,179.509935955601,29.8488231089273,554.297173151788
SYT7,66.6880352735814,11.0888508319228,205.921803332246
CCDC88B,262.448324297605,43.6397657356739,810.397829648998
SLC22A11,694.926113966725,115.551923632482,2145.81963988901
SLC22A12,275.204093389671,45.7607827627464,849.785684920513
NAALADL1,233.310499822031,38.7947424057649,720.425032014723
SCYL1,2630.72672876481,437.435853477677,8123.2520505295
EFEMP2,756.673115550352,125.81922558489,2336.48265180581
C11orf68,2981.62171214068,495.782319132233,9206.76590662509
GAL3ST3,924.084363962678,153.656253076703,2853.42261728667
NPAS4,351.50658481927,58.4483248425137,1085.3953207977
ANKRD13D,1883.505869609,313.188336196131,5815.96431079257
P2RY6,530.546365660343,88.2189643537502,1638.24098772274
C2CD3,632.216445840084,105.124626165239,1952.18121034191
TSKU,3134.91676787477,521.272134414808,9680.11561327149
GDPD4,1694.74176873483,281.8006906315,5233.08720089138
TENM4,224.593117830195,37.3452146599568,693.507455972209
CCDC89,212.748441474884,35.3756946342404,656.932700118323
NOX4,64.683169542411,10.7554860086414,199.731081805604
TRIM49C,186.11023425395,30.9463042534747,574.67843608593
NAALAD2,99.4666996528987,16.5392634837084,307.137265881518
FAT3,466.502746523861,77.569809184412,1440.48548544202
CNTN5,202.671272290582,33.7000724579688,625.815858559847
TRPC6,1918.0166873822,318.926736226781,5922.52357533056
MMP7,311.809034042508,51.8474469767127,962.815272900157
DCUN1D5,2391.34326123205,397.631087345935,7384.0850727102
DDI1,1432.44867644672,238.186556724612,4423.17719372136
CARD18,314.224159997388,52.2490262743963,970.273089725458
AASDHPPT,179.799669663199,29.8969983783309,555.191903665267
GUCY1A2,195.885438095353,32.5716957734186,604.863756006139
ATM,2159.19469451709,359.029537647069,6667.24856085908
EXPH5,721.427913997598,119.958615567801,2227.65159955969
POU2AF1,102.023145910012,16.964355713245,315.03080016438
CRYAB,130.223988235283,21.6535755874055,402.110490721977
DRD2,305.283397805038,50.7623502092741,942.665571702022
HTR3B,39.3043769849367,6.53551112271477,121.365494304257
NXPE4,203.760002023106,33.8811094156481,629.177490066888
DSCAML1,94.4596564945831,15.7066980844443,291.676185216687
BCL9L,2284.47073521073,379.860508975226,7054.0717231693
PVRL1,299.623878801021,49.8212983964574,925.189848087601
OR8D4,172.665379088814,28.7107109778958,533.162434023138
OR6T1,20.9548778533085,3.48436640433358,64.7052838781783
OR10S1,126.165191964663,20.9786812618856,389.57752620456
OR10G9,37.6946532320959,6.26784593628781,116.394979864456
OR10G7,76.2381381919716,12.6768345392644,235.410934276312
OR8G5,218.041819403987,36.2558638528975,673.278303112236
OR8D2,104.761610548289,17.4197023228354,323.486914461826
OR8B12,40.6683095646075,6.76230037752244,125.577197304377
OR8A1,88.0372833741923,14.6387888940855,271.84498040447
ROBO4,126.184292924041,20.9818585026758,389.636576266421
HEPACAM,370.070793236854,61.5351679254737,1142.71878511998
KCNJ1,259.273098383212,43.1118030021241,800.593917394191
