gene,rate
FABP9,4.72387530702935e-06
FADD,2.78030905654621e-06
FADS1,2.62285212544605e-06
FADS2,1.24206155404948e-06
FADS3,3.06790710717781e-06
FADS6,9.05680906523654e-06
FAF1,1.73652736336999e-06
FAF2,1.69385034311025e-06
FAH,2.95317240997192e-06
FAHD1,2.08565910286178e-06
FAHD2A,9.41050758828281e-07
FAHD2B,1.97579273030553e-06
FAIM,2.09940188287647e-06
FAIM2,5.18648249434507e-06
FAIM3,2.79113287187019e-06
FAM101A,3.067214935243e-06
FAM101B,3.1910080333855e-06
FAM102A,1.67435560458413e-06
FAM102B,2.25892263159762e-06
FAM103A1,1.91125651399902e-06
FAM104A,1.24730298806185e-06
FAM104B,3.11705965710415e-06
FAM105A,1.71169812145569e-06
FAM105B,2.63403783982313e-06
FAM106A,1.01259894308554e-06
FAM107A,5.15587171726924e-06
FAM107B,4.1181257250101e-06
FAM109A,7.7910031105319e-07
FAM109B,9.58288173597874e-07
FAM110A,1.00834841683176e-06
FAM110B,6.81630289046554e-06
FAM110C,3.5452310306386e-06
FAM110D,1.43128053948717e-06
FAM111A,2.32461355296961e-06
FAM111B,1.8327846729794e-06
FAM114A1,2.89684295006596e-06
FAM114A2,2.98173596682551e-06
FAM115A,1.77742062148131e-06
FAM115C,7.5065729452822e-07
FAM117A,1.53740376547372e-06
FAM117B,1.47698459671732e-06
FAM118A,3.10576132665005e-06
FAM118B,8.59903761409178e-07
FAM120A,2.0452655308164e-06
FAM120AOS,1.04877377704389e-06
FAM120B,3.24861068953608e-06
FAM120C,3.68031595054735e-06
FAM122A,1.13281157908782e-06
FAM122B,1.07170764955458e-06
FAM122C,1.24832894696408e-06
FAM124A,3.11111364367155e-06
FAM124B,2.36953421904795e-06
FAM126A,2.42035464821682e-06
FAM126B,1.93988866934687e-06
FAM127A,7.43965776889274e-06
FAM127B,3.59109185359304e-06
FAM127C,3.18886565837633e-06
FAM129A,6.445347792797e-06
FAM129B,1.0929333146686e-06
FAM129C,3.81768835105426e-06
FAM131A,1.82387379211e-06
FAM131B,5.68680590701671e-06
FAM131C,1.60636076145504e-06
FAM132A,2.09988534048703e-06
FAM132B,1.49345214012977e-06
FAM133A,1.37696816912244e-06
FAM133B,7.23619867556497e-07
FAM134A,8.40641372659393e-07
FAM134B,3.72966798792316e-06
FAM134C,7.73023736248082e-07
FAM135A,1.26321354664519e-06
FAM135B,1.88498781635504e-05
FAM136A,1.03443634786696e-06
FAM13A,2.49685526746706e-06
FAM13B,1.61905483567009e-06
FAM13C,6.71959535583267e-06
FAM149A,3.05461620052915e-06
FAM149B1,8.1607102459349e-07
FAM150A,2.00375745009514e-06
FAM150B,1.95249993242923e-06
FAM151A,6.34896846900939e-06
FAM151B,8.01554555889582e-07
FAM153A,1.75906025335737e-06
FAM153B,3.75574190502541e-06
FAM153C,1.25989493324535e-06
FAM154A,6.9065695279312e-06
FAM154B,2.65608632216512e-06
FAM155A,6.35784644428872e-06
FAM155B,4.21574712630061e-06
FAM156A,1.61946027747042e-06
FAM156B,1.45063619706505e-06
FAM159A,4.08728694416542e-06
FAM159B,3.45547240928096e-06
FAM160A1,5.90783674519359e-07
FAM160A2,4.00076206078765e-06
FAM160B1,1.20085061519436e-06
FAM160B2,1.1137916151912e-06
FAM161A,1.39416237708604e-06
FAM161B,1.35613371777704e-06
FAM162A,1.45739441023174e-06
FAM162B,1.76693840174944e-06
FAM163A,8.31579742503883e-06
FAM163B,5.18962931414109e-06
FAM166A,2.53238637203851e-06
FAM166B,1.16174200042434e-06
FAM167A,3.76396541944869e-06
FAM167B,1.27050180547132e-06
FAM168A,1.30271080916816e-06
FAM168B,9.95954011826744e-07
FAM169A,2.85436269706207e-06
FAM169B,1.12765419013113e-05
FAM170A,3.32300066133758e-06
FAM170B,3.7317502077254e-06
FAM171A1,7.36806394681806e-06
FAM171A2,1.32571087480994e-06
FAM171B,3.57624897536151e-06
FAM172A,1.1620095160888e-06
FAM173A,1.63199706032316e-06
FAM173B,1.24262730232695e-06
FAM174A,1.36063109740252e-06
FAM174B,1.29553694386935e-06
FAM175A,9.02105742014896e-07
FAM175B,2.42292705098602e-06
FAM177A1,1.05269672210109e-06
FAM177B,4.90775614401356e-06
FAM178A,5.4355015834741e-07
FAM178B,2.0180907855113e-06
FAM179A,1.94588531579342e-06
FAM179B,2.28341538833879e-06
FAM180A,8.59522280991109e-06
FAM180B,1.36943751973079e-06
FAM181A,5.21117078050399e-06
FAM181B,3.54108364765197e-06
FAM182B,2.75020211967772e-06
FAM183A,2.52178858506733e-06
FAM183B,2.6056079481045e-06
FAM184A,9.61158198501947e-07
FAM184B,1.93124950007258e-06
FAM185A,8.7286098522581e-07
FAM186A,9.02914464294931e-07
FAM186B,2.27620207973687e-06
FAM187B,1.38148667591753e-06
FAM188A,4.32242634208794e-06
FAM188B,2.4839164649892e-06
FAM188B2,1.29356455820319e-06
FAM189A1,3.10059679696614e-06
FAM189A2,2.02178362533798e-06
FAM189B,1.41700604354866e-06
FAM192A,1.02249934137218e-06
FAM193A,1.49965287844591e-06
FAM193B,1.12063757324934e-06
FAM194A,1.41184647466111e-06
FAM194B,2.65092253556362e-06
FAM195A,1.00970271680274e-06
FAM195B,1.44683003249729e-06
FAM196A,2.40240426693018e-06
FAM196B,1.90285838735303e-06
FAM197Y1,3.21290815292736e-06
FAM198A,1.65658751583401e-06
FAM198B,4.73594678777332e-06
FAM199X,1.81004402979553e-06
FAM19A1,4.93012134221564e-06
FAM19A2,4.82728538456711e-06
FAM19A3,4.91590205691684e-06
FAM19A4,5.58250643009063e-06
FAM19A5,6.65514782512075e-06
FAM200A,7.90791710979759e-07
FAM200B,6.99350893092318e-07
FAM203A,1.26913739919126e-06
FAM203B,1.32717892500949e-06
FAM204A,1.21676703623758e-06
FAM205A,8.75639159808275e-07
FAM206A,1.03247625440217e-06
FAM207A,9.23741555351578e-07
FAM208A,7.39145596703939e-07
FAM208B,9.10545361281371e-07
FAM209A,3.15881384512348e-06
FAM209B,2.6462691465683e-06
FAM20A,8.03895569775721e-07
FAM20B,2.03028630160613e-06
FAM20C,1.64064340022898e-06
FAM210A,3.23015589366866e-06
FAM210B,1.59728911030037e-06
FAM211A,1.44861282055038e-06
FAM211B,2.24022509191706e-06
FAM212A,8.6251404739492e-07
FAM212B,1.01891851424728e-06
FAM213A,3.18103394585832e-06
FAM213B,1.20339456464063e-06
FAM214A,2.07301162437324e-06
FAM214B,1.99419960623583e-06
FAM215A,2.02692978415276e-06
FAM216A,2.28326373234117e-06
FAM216B,1.19476650805913e-06
FAM217A,1.22997749897925e-06
FAM217B,1.73475465031687e-06
FAM218A,1.8016869045548e-06
FAM219A,1.41691776881614e-06
FAM219B,1.09329495998436e-06
FAM21A,1.50989065714637e-06
FAM21B,6.30721117280645e-07
FAM21C,2.73506284928943e-06
FAM21D,1.2773161638391e-06
FAM220A,2.74159837402858e-06
FAM221A,9.60660607802027e-07
FAM221B,2.38315591760052e-06
FAM222A,1.09829801424591e-06
FAM222B,1.84783454407937e-06
FAM227A,8.47457505250694e-07
FAM227B,2.9763009334584e-06
FAM228A,3.78040852661889e-06
FAM228B,1.09005949385321e-06
FAM229A,1.40639420631704e-06
FAM229B,1.44900328098309e-06
FAM230A,8.92575330740287e-07
FAM231A,8.99770513132968e-07
FAM231B,1.28949295758287e-06
FAM231C,8.67437756676457e-07
FAM231D,1.04388448080362e-06
FAM24A,1.05116473001139e-05
FAM25A,1.76050244533822e-06
FAM25B,1.78068019178739e-06
FAM25C,1.30200881529017e-06
FAM25E,9.2984780162902e-07
FAM25G,1.39074406910441e-06
FAM26D,1.12718799876825e-06
FAM26E,1.54395312208443e-06
FAM26F,2.7226493657465e-06
FAM27A,2.30278131877541e-06
FAM27C,2.63684814890464e-06
FAM27D1,2.51469017457537e-06
FAM27E1,1.93430071768276e-06
FAM27E2,1.75159879759493e-06
FAM27E3,1.60690060349572e-06
FAM32A,1.37046857229654e-06
FAM35A,3.04408409047193e-06
FAM3A,1.12500866352881e-06
FAM3B,4.31620642863678e-06
FAM3C,3.19486222102869e-06
FAM3D,4.37984997288649e-06
FAM43A,1.79159222347554e-06
FAM43B,3.89502589598897e-06
FAM45A,1.73528951477097e-06
FAM46A,1.00196890706937e-06
FAM46B,1.48874071032851e-06
FAM46C,2.94243239406637e-06
FAM46D,7.17068130705578e-06
FAM47A,1.83828202538787e-05
FAM47B,1.9437685742664e-05
FAM47C,1.54720098379065e-05
FAM47E,1.11459804060215e-06
FAM47E-STBD1,1.66515027210336e-06
FAM49A,2.35384286312482e-06
FAM49B,1.75821267466281e-06
FAM50A,2.29721608004953e-06
FAM50B,2.56084187476831e-06
FAM53A,4.11481963729587e-06
FAM53B,1.32386965336581e-06
FAM53C,1.79849810520647e-06
FAM57A,1.0526526006637e-06
FAM57B,4.86297641488405e-06
FAM58A,1.51469277427851e-06
FAM60A,2.22194745372375e-06
FAM63A,9.4343039835863e-07
FAM63B,2.06796651799811e-06
FAM64A,1.41987994464552e-06
FAM65A,1.91671365316072e-06
FAM65B,1.15144097226295e-06
FAM65C,2.9649159604496e-06
FAM69A,1.27726807863212e-06
FAM69B,2.62991677089758e-06
FAM69C,4.24562371909939e-06
FAM71A,1.76903424393847e-06
FAM71B,9.90705628942662e-06
FAM71C,1.42079879605259e-05
FAM71D,3.18244292255961e-06
FAM71E1,2.3026027881211e-06
FAM71E2,2.336036576833e-06
FAM71F1,3.9254509341192e-06
FAM71F2,1.70490294030476e-06
FAM72A,1.57492714904797e-06
FAM72B,1.42661664240779e-06
FAM72D,1.41909312942422e-06
FAM73A,9.5046365128388e-07
FAM73B,2.06757583661215e-06
FAM76A,9.99612563227918e-07
FAM76B,1.00322626204158e-06
FAM78A,2.80215294861723e-06
FAM78B,5.33982724495876e-06
FAM81A,2.09816634116901e-06
FAM81B,2.2717727137597e-06
FAM83A,1.85852046347126e-06
FAM83B,6.97615595382922e-06
FAM83C,3.78983094361974e-06
FAM83D,3.55622351034399e-06
FAM83E,1.29438243218185e-06
FAM83F,4.90918846929941e-06
FAM83G,2.79687592383439e-06
FAM83H,7.72568959701529e-07
FAM84A,6.06133392923841e-06
FAM84B,1.85193553267293e-06
FAM86A,9.81879491430726e-07
FAM86B1,1.07780928059207e-06
FAM86B2,1.22079037418922e-06
FAM86C1,1.08985534297694e-06
FAM89A,1.76458248666044e-06
FAM8A1,1.93456889373111e-06
FAM90A1,5.02686244202814e-06
FAM90A26,1.8191916800703e-06
FAM91A1,1.7298038980268e-06
FAM92A1,1.15396585998419e-06
FAM92B,1.32599808239899e-06
FAM96A,1.53550588352054e-06
FAM96B,1.0622029345633e-06
FAM98A,1.54501939576428e-06
FAM98B,1.65949245913119e-06
FAM98C,2.24818090300188e-06
FAM9A,4.16428437826744e-06
FAM9B,1.39594468107499e-06
FAM9C,1.30526077024821e-06
FAN1,2.10692181185921e-06
FANCA,1.56462590005383e-06
FANCB,1.30675178257852e-06
FANCC,2.00943813947622e-06
FANCD2,2.18413197303497e-06
FANCD2OS,3.16576775650762e-06
FANCE,7.35980847958375e-07
FANCG,7.00862398522074e-07
FANCI,9.33609191833989e-07
FANCL,3.50035621287957e-06
FANCM,1.81529477176936e-06
FANK1,1.12239140160602e-06
FAP,3.91127562961428e-06
FAR1,2.18993813877302e-06
FAR2,5.89141639414227e-06
FARP1,1.78135114089775e-06
FARP2,2.0466216069433e-06
FARS2,2.52631561956886e-06
FARSA,3.04102984579722e-06
FARSB,2.30517942308458e-06
FAS,2.14044114392043e-06
FASLG,5.15929868485824e-06
FASN,1.57969659233146e-06
FASTK,1.06631641819437e-06
FASTKD1,1.48939464059258e-06
FASTKD2,6.98793377120486e-07
FASTKD3,1.23817332140854e-06
FASTKD5,2.61965060248361e-06
FAT1,2.50476451749175e-06
FAT2,6.28592840451546e-06
FAT3,1.15654215855223e-05
FAT4,6.90640301205843e-06
FATE1,3.45534253608048e-06
FAU,1.21149661011956e-06
FAXC,1.90617200050954e-06
FAXDC2,1.26113217111725e-06
FBF1,1.50705189063698e-06
FBL,1.08209484616459e-06
FBLIM1,1.86637245333406e-06
FBLL1,4.60343110922961e-06
FBLN1,1.63802321595962e-06
FBLN2,3.71087148688229e-06
FBLN5,5.11102990185117e-06
FBLN7,3.41177087150334e-06
FBN1,1.53815511187417e-06
FBN2,5.89728958544031e-06
FBN3,3.62569812940921e-06
FBP1,2.40017299686983e-06
FBP2,3.83857352372651e-06
FBRS,1.21522333640414e-06
FBRSL1,9.35069034756882e-07
FBXL12,1.44119664780866e-06
FBXL13,3.12047987216934e-06
FBXL14,2.33344475990174e-06
FBXL15,1.43369914012484e-06
FBXL16,2.97676919987149e-06
FBXL17,8.73426261480298e-07
FBXL18,1.2119819780504e-06
FBXL19,2.08360105805709e-06
FBXL2,9.31893605925113e-07
FBXL20,1.8736746261224e-06
FBXL22,1.30786325050161e-06
FBXL3,2.46682164226114e-06
FBXL4,1.59250648394028e-06
FBXL5,8.20444256994035e-07
FBXL6,1.38895488399833e-06
FBXL7,2.23064956528189e-05
FBXL8,9.14761717141126e-07
FBXO10,2.37770845954205e-06
FBXO11,1.48144850511359e-06
FBXO15,5.38299799658375e-06
FBXO16,1.87559810147803e-06
FBXO17,2.27441878851052e-06
FBXO18,3.44511865179084e-06
FBXO2,1.33888973066696e-06
FBXO21,1.57766047760229e-06
FBXO22,1.39397427371208e-06
FBXO24,2.78373853421912e-06
FBXO25,1.84063024563469e-06
FBXO27,2.11820330451608e-06
FBXO28,7.46546442366275e-07
FBXO3,1.01042871404469e-06
FBXO30,1.84316367345642e-06
FBXO31,1.44064819969139e-06
FBXO32,1.47585521649203e-06
FBXO33,1.3574702194514e-06
FBXO34,1.39136647980212e-06
FBXO36,3.09011072368432e-06
FBXO38,2.65323848573612e-06
FBXO39,7.93189729733268e-06
FBXO4,1.44848463544996e-06
FBXO40,5.26774591539033e-06
FBXO41,2.71687229739817e-06
FBXO42,1.6025911851194e-06
FBXO43,4.31123122281665e-06
FBXO44,3.57224273248148e-06
FBXO45,1.94673806091393e-06
FBXO46,7.51770961399737e-07
FBXO47,1.79419931401576e-06
FBXO48,1.2028116905558e-06
FBXO5,1.03578217567399e-06
FBXO6,1.12885181657571e-06
FBXO7,8.39238285363285e-07
FBXO8,1.13875956880808e-06
FBXO9,1.22890431839223e-06
FBXW10,2.3623292511904e-06
FBXW11,8.19620556773457e-07
FBXW12,2.42438408236979e-06
FBXW2,1.47584390299292e-06
FBXW4,1.4800888967028e-06
FBXW5,8.12671326107749e-07
FBXW7,1.93601114596825e-06
FBXW8,2.39411906643188e-06
FBXW9,8.75940034221947e-07
FCAMR,4.12689432667591e-06
FCAR,6.60777787268681e-06
FCER1A,7.80421592130199e-06
FCER1G,3.38612821777621e-06
FCER2,3.5905221459761e-06
FCF1,9.34407344739682e-07
FCGBP,2.42392506874998e-06
FCGR1A,4.64936906906624e-06
FCGR1B,1.41548298318049e-06
FCGR2A,5.34575524671745e-06
FCGR2B,8.18039301405474e-06
FCGR3A,3.65934582694443e-06
FCGR3B,5.16278938423662e-06
FCGRT,1.19520548604563e-06
FCHO1,1.1298447483113e-06
FCHO2,1.06023950531985e-06
FCHSD1,7.90518767239691e-07
FCHSD2,1.31371108255315e-06
FCN1,6.85849803013208e-06
FCN2,3.35071058502498e-06
FCN3,2.05450424134085e-06
FCRL1,1.21046832530378e-05
FCRL2,7.15423824657076e-06
FCRL3,1.18487603208614e-05
FCRL4,8.4533072668999e-06
FCRL5,7.92205747228199e-06
FCRL6,5.87320603905734e-06
FCRLA,2.09639530073225e-06
FCRLB,2.8687801080772e-06
FDCSP,1.50255182929451e-06
FDFT1,1.62815705344136e-06
FDPS,2.28370413573244e-06
FDX1,2.85683438335714e-06
FDXR,4.25956826740126e-06
FECH,5.0824901734745e-06
FEM1A,9.18229292455319e-07
FEM1B,2.29097654666711e-06
FEM1C,1.93357672779866e-06
FEN1,1.1925517176111e-06
FER,1.24734684366725e-06
FER1L6,9.09775576430144e-06
FERD3L,1.10394418565666e-05
FERMT1,8.27559555915671e-07
FERMT2,1.5628945778797e-06
FERMT3,9.59747752830299e-07
FES,2.48922279704402e-06
FETUB,3.22208251140113e-06
FEV,2.56240737921394e-06
FEZ1,6.00085975783207e-06
FEZ2,1.35385394188506e-06
FEZF1,6.16012593771378e-06
FEZF2,1.82563906605368e-06
FFAR1,1.46456816826549e-06
FFAR2,5.99539154691355e-06
FFAR3,6.56988423654793e-06
FFAR4,3.38693492339527e-06
FGA,5.11803580189867e-06
FGB,3.81985826030081e-06
FGD1,3.04434116682994e-06
FGD2,1.55811790652281e-06
FGD3,3.84385132125463e-06
FGD4,1.61709620044594e-06
FGD5,4.45157392849707e-06
FGD6,1.85940046956792e-06
FGF1,4.08140448740327e-06
FGF10,3.85207147804321e-06
FGF11,1.46016872775905e-06
FGF12,1.20438211028145e-05
FGF13,7.37416764524874e-06
FGF14,5.02906509569939e-06
FGF17,1.62553138682937e-06
FGF18,4.8194632413711e-06
FGF19,2.13364000382559e-06
FGF2,2.55178744859045e-06
FGF20,2.71895957791336e-06
FGF21,7.45015024861083e-06
FGF22,1.41649073533618e-06
FGF23,1.46885052048093e-05
FGF3,7.144384325174e-06
FGF4,5.84545990816311e-06
FGF5,5.85926588872003e-06
FGF6,8.53382971828727e-06
FGF7,1.40308946562984e-06
FGF8,4.18224107511394e-06
FGF9,3.39127179138137e-06
FGFBP1,2.80165952453158e-06
FGFBP2,3.01723667127182e-06
FGFBP3,1.30803209110355e-06
FGFR1,5.27255508792381e-06
FGFR1OP,2.12097582339207e-06
FGFR1OP2,1.30728111072668e-06
FGFR2,1.58053924540557e-06
FGFR3,2.95685605289794e-06
FGFR4,5.12718820963412e-06
FGFRL1,2.30422630054216e-06
FGG,3.43122424679028e-06
FGGY,1.49230264415458e-06
FGL1,3.26307379155853e-06
FGL2,3.78776991835227e-06
FGR,4.04729454639753e-06
FH,3.31117932951335e-06
FHAD1,2.49776912155046e-06
FHDC1,1.18711268119151e-06
FHIT,3.05119615921775e-06
FHL1,6.87882704518666e-06
FHL2,1.33873888313306e-06
FHL3,2.82373972350681e-06
FHL5,1.32742905589817e-05
FHOD1,8.80693025123517e-07
FHOD3,4.80220327980588e-06
FIBCD1,3.45272814803001e-06
FIBIN,5.78049309578429e-06
FIBP,1.78815048859109e-06
FICD,4.09640490136854e-06
FIG4,2.69799576433342e-06
FIGF,3.37533734181267e-06
FIGLA,2.83873045994197e-06
FIGN,4.29461001646098e-06
FIGNL1,2.32539545598112e-06
FILIP1,1.45962579549839e-06
FILIP1L,1.6315169228974e-06
FIP1L1,7.54080894648921e-06
FIS1,1.21620406098666e-06
FITM1,1.84006582273415e-06
FITM2,2.88294920787043e-06
FIZ1,7.95886553768174e-07
FJX1,3.52446073890084e-06
FKBP10,4.75705282378556e-06
FKBP11,1.99880352299128e-06
FKBP14,2.40342780486911e-06
FKBP15,1.65679266482203e-06
FKBP1A,1.64789485802404e-06
FKBP1B,2.38559737430296e-06
FKBP1C,2.26581131900089e-06
FKBP2,1.20105103581719e-06
FKBP3,1.82113707158461e-06
FKBP4,1.52023526379849e-06
FKBP5,1.07209741639636e-06
FKBP6,5.16973767170661e-06
FKBP7,2.5985651977267e-06
FKBP8,3.11863895366953e-06
FKBP9,3.93455716046449e-06
FKBPL,7.32821923870705e-07
FKRP,1.38509616789611e-06
FKSG48,1.20181206135954e-06
FKSG52,3.38496899321206e-06
FKSG61,9.67363477746535e-07
FKSG62,2.06255845510101e-06
FKSG63,9.47953455737991e-07
FKSG68,9.96162495155501e-07
FKTN,1.75114849507396e-06
FLAD1,1.20108453681204e-06
FLCN,8.41455304241962e-07
FLG,8.78106099692707e-06
FLG2,5.52354835678791e-06
FLI1,7.17110287619341e-06
FLII,1.19470028930084e-06
FLJ00325,4.06987086254048e-06
FLJ27365,6.70098744040075e-07
FLJ45079,1.34788191237904e-06
FLNA,4.57041047659769e-06
FLNB,2.10534828257e-06
FLNC,1.02446233164613e-05
FLOT1,1.66449350538043e-06
FLOT2,2.06160632155225e-06
FLRT1,2.0240422592181e-06
FLRT2,1.29355100303663e-05
FLRT3,1.59156372062997e-06
FLT1,5.73344552171443e-06
FLT3,3.08645184366456e-06
FLT3LG,2.25884125914972e-06
FLT4,3.52704471730792e-06
FLVCR1,1.52716963943047e-06
FLVCR2,3.69033406624854e-06
FLYWCH1,2.2447400857022e-06
FLYWCH2,4.89455496027201e-06
FMN1,1.16351091140635e-06
FMN2,7.98994562500869e-06
FMNL1,2.98329066345783e-06
FMNL2,1.85194180007532e-06
FMNL3,1.96576547324562e-06
FMO1,7.27865707365364e-06
FMO2,4.13154813264906e-06
FMO3,4.84769904213664e-06
FMO4,3.82546053437961e-06
FMO5,8.22709140481895e-07
FMO6P,2.25294878438595e-06
FMOD,5.16415294664643e-06
FMR1,1.78946918600879e-06
FMR1NB,4.83626665400398e-06
FN1,2.06051779292732e-06
FN3K,2.1351847428955e-06
FN3KRP,2.72458496477723e-06
FNBP1,1.62935642913001e-06
FNBP1L,1.34835539479396e-06
FNBP4,1.62043320482937e-06
FNDC1,3.30779995303578e-06
FNDC3A,1.33502089761446e-06
FNDC3B,3.01072730459323e-06
FNDC4,2.21677246592645e-06
FNDC5,4.46232190459025e-06
FNDC7,1.90096180176388e-06
FNDC8,2.95552519081462e-06
FNDC9,5.23163004694617e-06
FNIP1,9.95706368387931e-07
FNIP2,1.00337331747142e-06
FNTA,1.54643915099295e-06
FNTB,8.52773538084011e-07
FOCAD,2.13793392737092e-06
FOLH1,4.84638091664666e-06
FOLR1,9.80557438927021e-07
FOLR2,2.83671172688198e-06
FOLR3,2.75377816262147e-06
FOLR4,9.63969657873493e-06
FOPNL,1.11421166064651e-06
FOS,2.21410627078363e-06
FOSB,1.4106534592917e-06
FOSL1,1.38551395845282e-06
FOSL2,2.24453288377559e-06
FOXA1,5.13316827837801e-06
FOXA2,2.49189537578553e-06
FOXA3,3.50230683740932e-06
FOXB1,8.28155363765996e-06
FOXB2,1.10546931956848e-05
FOXC1,2.21752632542395e-06
FOXC2,5.98145073116768e-06
FOXD1,1.40034223407402e-06
FOXD2,2.11354090362889e-06
FOXD3,2.5567261537138e-06
FOXD4,3.46656385089719e-06
FOXD4L1,2.25668181190897e-06
FOXD4L2,5.34658530570787e-06
FOXD4L3,3.55504181184804e-06
FOXD4L4,1.3058434132654e-06
FOXD4L5,5.34426247222665e-06
FOXD4L6,1.53541715387128e-06
FOXE1,4.18411345025997e-06
FOXE3,1.99494941526041e-06
FOXF1,6.35798790752555e-06
FOXF2,2.95574078203915e-06
FOXG1,1.59461952090644e-05
FOXH1,1.63081621905566e-06
FOXI1,5.88750820231807e-06
FOXI2,5.10907468378713e-06
FOXJ1,1.98443196273249e-06
FOXJ2,8.4090213727744e-07
FOXJ3,1.86374510278553e-06
FOXK1,2.06607274047966e-06
FOXK2,1.00206505093869e-06
FOXL1,1.03914358855561e-05
FOXL2,7.82714613061063e-06
FOXM1,1.8535827546851e-06
FOXN1,1.68529818145786e-06
FOXN2,2.35889645081291e-06
FOXN3,3.54840029214062e-06
FOXN4,3.29215637609986e-06
FOXO1,2.32904534301207e-06
FOXO3,3.63994007704043e-06
FOXO4,2.7388938705061e-06
FOXO6,1.01329631200775e-06
FOXP1,2.11625795087576e-06
FOXP2,3.42555955018506e-06
FOXP3,3.65448083157009e-06
FOXP4,3.0048625415022e-06
FOXQ1,1.30071083387845e-06
FOXR1,2.39042574839217e-06
FOXR2,1.63410635054698e-06
FOXRED1,8.02796451757491e-07
FOXRED2,3.49124714609327e-06
FOXS1,2.06025064196815e-06
FPGS,7.8379152633374e-07
FPGT,3.71563775317463e-06
FPR1,1.03075404790277e-05
FPR2,9.81961923798225e-06
FPR3,6.75837335073339e-06
FRA10AC1,9.43315726570555e-07
FRAS1,3.5394583796956e-06
FRAT1,8.94930319667272e-07
FRAT2,1.32410319305029e-06
FREM1,6.54764963042657e-06
FREM2,2.70289404569707e-06
FREM3,1.07761594483098e-06
FRG1,3.20811923665044e-06
FRG1B,2.88839725447597e-06
FRG2,9.86994825560068e-06
FRG2B,4.55096500153355e-06
FRG2C,1.57961579276296e-05
FRK,7.9115674283194e-07
FRMD1,4.90148163396749e-06
FRMD3,1.178764121309e-06
FRMD4A,3.96613878796841e-06
FRMD4B,1.15919199424474e-06
FRMD5,2.81378695846244e-06
FRMD6,3.26581157789273e-06
FRMD7,4.25442532576251e-06
FRMD8,1.53455602274983e-06
FRMPD1,4.41717661057917e-06
FRMPD2,4.90802447043461e-06
FRMPD3,3.05392609791029e-06
FRMPD4,6.69423548109569e-06
FRRS1,1.46005188762265e-06
FRRS1L,1.66455936295297e-06
FRS2,1.48911533300856e-06
FRS3,2.60381219207097e-06
FRY,2.39493156878291e-06
FRYL,1.08195980471287e-06
FRZB,4.58059835012804e-06
FSBP,1.29171089328406e-06
FSCB,7.98451872592623e-06
FSCN1,1.26400575483181e-06
FSCN2,1.17709910908106e-06
FSCN3,5.68093791357348e-06
FSD1,2.81057739035273e-06
FSD1L,9.328894232852e-07
FSD2,1.35142738071589e-06
FSHB,1.0421041743116e-05
FSHR,1.89157064515638e-05
FSIP1,1.47585015063533e-06
FSIP2,2.8425345875664e-06
FST,7.44574712769056e-06
FSTL1,2.6687593735017e-06
FSTL3,2.15265325612964e-06
FSTL4,1.45998469941276e-06
FSTL5,3.91754468916388e-06
FTCD,3.31708932177121e-06
FTCDNL1,1.49399483564285e-06
FTH1,1.62316555872755e-06
FTHL17,9.32172753768408e-06
FTL,2.93092771303351e-06
FTMT,2.03233762237373e-05
FTO,1.85261552639963e-06
FTSJ1,9.84481388726229e-07
FTSJ2,9.99521491949824e-07
FTSJ3,1.24086976643235e-06
FUBP1,1.56296643811059e-06
FUBP3,7.83460335466894e-07
FUCA1,1.21134997381024e-06
FUCA2,1.09617821737071e-06
FUK,1.84004504345161e-06
FUNDC1,1.95567835610878e-06
FUNDC2,3.8588199479625e-06
FUOM,1.67943355343912e-06
FURIN,3.1475178067084e-06
FUS,1.07190524149429e-06
FUT1,2.27288335855456e-06
FUT10,3.04707189166727e-06
FUT11,1.53707874257615e-06
FUT2,2.94984334295999e-06
FUT3,9.00376070101424e-07
FUT6,3.80901841900088e-06
FUT7,4.10255302075366e-06
FUT8,3.68025677159299e-06
FUT9,8.39154985392339e-06
FUZ,1.60066220401518e-06
FXN,1.06368521143153e-06
FXR1,2.1263891647268e-06
FXR2,1.68278217288733e-06
FXYD1,3.51259028549847e-06
FXYD2,2.72797712607175e-06
FXYD3,1.1620408126152e-06
FXYD4,3.48422718187162e-06
FXYD5,3.44941841276985e-06
FXYD6,4.19575183416702e-06
FXYD7,1.94691555817358e-06
FYB,5.67381650278866e-06
FYCO1,1.9189914610111e-06
FYN,2.2306730661199e-06
FYTTD1,1.08091533172802e-06
FZD1,4.5818016903823e-06
FZD10,8.09202965381877e-06
FZD2,5.57717182396699e-06
FZD3,2.10222682728096e-06
FZD4,4.70507916543413e-06
FZD5,8.28620254422846e-07
FZD6,7.09108226192681e-07
FZD7,3.34751508237144e-06
FZD8,2.54577294867609e-06
FZD9,2.75127090599888e-06
FZR1,1.42847336175689e-06
G0S2,2.17403116527796e-06
G2E3,2.09258356488851e-06
G3BP1,1.41793018415814e-06
G3BP2,8.94191032643255e-07
G6PC,4.76813558946689e-06
G6PC2,7.5081996678664e-06
G6PC3,1.83754045920353e-06
G6PD,2.68002743240026e-06
GAA,1.67766925768198e-06
GAB1,1.15709876759251e-06
GAB2,1.34308341487538e-06
GAB3,3.15624684655319e-06
GAB4,1.9044113911844e-05
GABARAPL1,1.97399390790777e-06
GABARAPL2,1.86430262540824e-06
GABARAPL3,1.30499670845039e-06
