gene,selection_intensity,ci_low_95,ci_high_95
INSC,172.953867439679,28.7586875465882,534.053226016618
ABCC8,213.046241611354,35.4252203940782,657.851905008769
USH1C,500.30427682075,83.190319708788,1544.85665850368
MRGPRX1,72.3682639534399,12.0333600263955,223.461245130323
E2F8,982.038393651027,163.292781275347,3032.37389447929
SLC6A5,118.837799581234,19.7602891569872,366.951609542559
ANO5,200.656798164294,33.3651153190596,619.595045882028
SLC17A6,432.863839392263,71.976381828107,1336.61247078969
LUZP2,128.545806595361,21.3745321755147,396.928377600304
ANO3,743.52849614531,123.633520110006,2295.89492680178
BDNF,331.875587222372,55.18410374786,1024.77756115298
KCNA4,90.111924404884,14.9837633170461,278.250919314998
FSHB,166.471038318698,27.6807024785986,514.035004113641
MPPED2,46.0595111315383,7.65875150716282,142.224134662368
DCDC1,286.82630020792,47.6933379877422,885.672324016688
WT1,89.527888274958,14.8866537931573,276.447337803776
KIAA1549L,167.84333674315,27.9088889228932,518.272190872161
LRRC4C,572.013382115365,97.7496177523564,1750.46147353903
TTC17,2560.78968747471,425.806677755921,7907.30150259713
CHST1,64.3553045520013,10.700966818567,198.71864734785
OR4B1,53.6768833819177,8.92536414766674,165.745440481564
OR4X1,51.4181396311834,8.54978159301052,158.770798214796
OR4C3,58.3684105967068,9.70546986047564,180.232056170658
TRIM49B,500.406750424202,83.2073473803647,1545.17363499921
FOLH1,1319.40975105841,219.390775762783,4074.12177578952
OR4C12,192.258094107719,31.9685795657392,593.661436548541
TRIM48,737.692392549178,145.066444451822,2143.37568763023
OR4A16,77.3795361769751,12.8666303159131,238.93530683604
OR4A15,290.45727856684,48.2970811606702,896.88497989739
OR4C16,61.7969467602794,10.2755638401862,190.818880717351
OR4P4,25.1885810334876,4.18834239282526,77.7781709754526
OR4C6,70.6217793828856,11.7429686149261,218.068760497814
OR5D13,277.838676967725,46.1988732946865,857.920353770563
OR5D14,48.2993328723165,8.03118134134658,149.140358429466
OR5L1,306.852510678672,51.023272743102,947.510487534406
